"id","name","slug","description","image","width","height","price","stock","createdAt","updatedAt"
2033,"Wonderful Life","wonderful-life","Wonderful Life er en britisk film fra 1964 lavet som et køretøj for popstjernen Cliff Richard. Det er den tredje i en række filmmusikaler efter De unge og sommerferien. Skrevet af Peter Myers og Ronald Cass, instrueret af Sidney J.
Dansk biografpremiere 02.07.1964
Bemærk! Plakaten  er meget slidt. har buk/folder samt mange huller i hjørner fra nåle. samt en 6 cm revne  i højre side.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/won-rotated.jpeg",62,85,400,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2040,"Den fredløse - eventyret om Robin Hood","den-fredloese-eventyret-om-robin-hood","Dansk biografpremiere  10.01.1976
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/rh-pl-rotated.jpeg",62,85,300,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2043,"Seksløberen, som blev tavs","seksloeberen-som-blev-tavs","Amerikansk film fra 1976 instrueret af Don Siegel og baseret på Glendon Swarthouts 1975-roman med samme navn.
Medvirkende: John Wayne, Lauren Bacall, Ron Howard.
Instruktør: Donald Siegel.
Dansk biografpremiere 15.11.1976
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/seksl-rotated.jpeg",62,85,300,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2045,"Vampyr-Fiskene","vampyr-fiskene","Horrorfilm fra 1982 instrueret af James Cameron.
Medvirkende: Tricia O&#8217;Neil, Steve Marachuk, Lance Henriksen, Ricky G. Paull.
Dansk biografpremiere	15.10.1982
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/vf-rotated.jpeg",62,85,700,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2047,"Dyrlægens Plejebørn","dyrlaegens-plejeboern","Dansk film fra 1968, skrevet og instrueret af Carl Ottosen.
Medvirkende: Dirch Passer, Ove Sprogøe, Axel Strøbye, Lone Hertz, Karl Stegger, Judy Gringer.
Dansk biografpremiere	29.11.1968
Bemærk!
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Lille hjørne mangler i øverste højre side.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/dyrl-p-rotated.jpeg",62,85,250,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2050,"Skytten","skytten","Skytten er en dansk politisk thriller fra 1977 instrueret af Tom Hedegaard og Franz Ernst med manuskript af Anders Bodelsen og Franz Ernst. I hovedrollerne ses Jens Okking, Peter Steen og Pia Maria Wohlert. 
Dansk biografpremiere	26.12.1977
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/skytte.jpg",62,85,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2052,"Dobbelt Forræderi","dobbelt-forraederi","Svensk dramafilm fra 1977 instrueret af Mats Arehn.
Baseret på romanen Uppdraget af Per Wahlöö.
Medvirkende: Christopher Plummer, Thomas Hellberg, Carolyn Seymour.
Dansk biografpremiere 04.11.1977
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/df-rotated.jpeg",62,85,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2054,"Dragen i Dødens Tårn","dragen-i-doedens-taarn","Karatefilm, om en lillebrors hævntogt efter at storebroderen er blevet myrdet.
Medvirkende: Bruce Lee.
Bruce Lee døde 20.7.1973 midt under optagelserne til &#8220;Tower of Death&#8221;, og det siges at være disse optagelser, der ligger til grund for &#8220;Game of Death 2&#8221;.
Dansk biografpremiere	31.10.1983
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/dragen-i-rotated.jpeg",62,85,400,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2056,"Kagemusha - Krigerens Skygge","kagemusha-krigerens-skygge","Japansk storfilm af Akira Kurosawa.
&#8216;Kagemusha&#8217; modtog Guldpalmen i Cannes.
Dansk biografpremiere	17.11.1980
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/kagem-rotated.jpeg",62,85,300,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2058,"Ved Vejen","ved-vejen","Ved vejen er en dansk film fra 1988 af instruktøren Max von Sydow, med manuskript af Klaus Rifbjerg, efter romanen Ved Vejen af Herman Bang.
Tine Miehe-Renard vandt Bodilprisen for bedste kvindelige birolle for sin rolle som Agnes.
Dansk biografpremiere	19.08.1988
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/ved-vejen-rotated.jpeg",52,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2060,"Den Enfoldige Morder","den-enfoldige-morder","Den enfoldige morder er en svensk film fra 1982 instrueret af Hans Alfredson med Stellan Skarsgård i hovedrollen som Sven Olsson.
Filmen er hovedsagelig baseret på afsnittet Idiotens Berättelse i Hans Alfredsons roman.
Dansk biografpremiere 04.05.1982
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/dem-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2067,"X - Men: Dark Phoenix","x-men-dark-phoenix","Filmen er baseret på tegneserien &#8216;The Dark Phoenix Saga&#8217; af Chris Claremont og John Byrne.
&#8216;X-Men: Dark Phoenix&#8217; bliver det kulminerende kapitel i filmserien, der startede med X-Men fra 2000.
Dansk biografpremiere 06.06.2019
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/xmen-pla.jpg",70,101,70,3,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2069,"Rocketman","rocketman","Det biografiske drama &#8216;Rocketman&#8217; handler om sangeren Elton John spillet af Taron Egerton.
Dansk biografpremiere 29.05.2019
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/rocketman-plk.jpg",70,100,70,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2076,"It Del 2","it-del-2","Gyserfilmen &#8216;It del 2&#8217; er efterfølgeren til den populære filmatisering af Stephen Kings roman It.
Dansk biografpremiere 29.05.2019
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/it-del-2-plk.jpg",70,100,70,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2080,"Beslutningen","beslutningen","Fransk film fra 2010, instrueret af Rose Bosch.
Filmen handler om jødeforfølgelsen i Frankrig under 2. verdenskrig.
Medvirkende: Jean Reno (’Léon’) og Mélanie Laurent.
Dansk biografpremiere	14.10.2010
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/beslutningenplak.jpg",72,100,70,3,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2082,"The House That Jack Built","the-house-that-jack-built","Dansk film fra 2018, instrueret af den danske filminstruktør Lars von Trier og med den afdøde tyske skuespiller Bruno Ganz.
70&#8217;ernes Amerika. Vi følger den højt intelligente Jack over en periode på 12 år – og introduceres for de mord, som er definerende for Jacks udvikling som seriemorder.
Medvirkende: Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan.
Dansk biografpremiere 29.05.2019
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/house-that-jack-built-pl.jpg",70,100,70,7,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2084,"Sammys Store Eventyr","x-men-first-class","Sammy&#8217;s Store Eventyr er en engelsksproget belgisk-fransk 3D-computer-animeret eventyr film, der er co-skrevet og instrueret af Ben Stassen. 
Dansk biografpremiere 16.09.2010
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/plak-sammys.jpg",70,100,50,3,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2095,"Før Frosten","foer-frosten","Det danske drama &#8216;Før frosten&#8217; udspiller sig i midten af 1800-tallet og følger bonden Jens, der står over for et svært valg.
Medvirkende: Jesper Christensen, Clara Rosager, Ghita Nørby, Elliott Crosset Hove.
Dansk biografpremiere 10.01.2019
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/foer-frosten.jpg",70,100,70,4,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2097,"Captain Marvel  (Teaser)","captain-marvel-teaser","Marvels 21. film, Captain Marvel, er udover at være MCU&#8217;s første solo-film med en kvinde i front, også en action-mættet fortælling om tiden før Avengers.
Dansk biografpremiere 06.03.2019
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/captain-marvel-teaser.jpeg",70,100,150,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2099,"Thor","thor","Amerikansk superheltefilm fra 2011, baseret på tegneseriekarakteren af samme navn udgivet af Marvel Comics.
Dansk biografpremiere 28.04.2011
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/thord-plk.jpg",70,100,100,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2101,"X - Men: First Class","x-men-first-class-2","Amerikansk superheltefilm fra 2011, baseret på tegneseriekarakteren af samme navn udgivet af Marvel Comics.
Dansk biografpremiere 01.06.2011
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/xmenfirstclasspl.jpg",70,100,100,3,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2104,"Værk uden Skaber","vaerk-uden-skaber","Tysk dramafilm fra 2018 skrevet og instrueret af Florian Henckel von Donnersmarck.
filmen blev nomineret til en gylden løve på den 75. Venedig internationale filmfestival og til en gylden klode af Hollywood Foreign Press Association.
Dansk biografpremiere 17.04.2019
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/vaerk-plakat.png",70,100,70,4,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2106,"Vogterne","vogterne","Fransk dramafilm fra 2017, instrueret og skrevet af Xavier Beauvois. 
Dansk biografpremiere 01.11.2018
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/vogterneplakat.jpg",70,100,70,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2108,"Sangen fra Havet","sangen-fra-havet","&#8216;Sangen fra havet&#8217; er instrueret af irske Tomm Moore &#8211; kendt fra den Oscar nominerede &#8220;Brendan og hemmelighedernes bog&#8221;. 
Dansk biografpremiere 19.02.2015
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/sangen-fra-havet-plakat.jpg",70,100,70,5,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2110,"Den tid på Året","den-tid-paa-aaret","Drama-komedien &#8216;Den tid på året&#8217; handler om en begivenhed, vi alle kan relatere til, nemlig juleaften.
filmen er instrueret af Paprika Steen, der denne gang også medvirker i hovedrollen som værtinden med de mange gode intentioner.
Medvirkende: Jacob Lohmann, Paprika Steen, Lars Knutzon, Lars Brygmann, Sofie Gråbøl.
Dansk biografpremiere 08.11.2018
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/dentidpaaaaretplakat.jpg",70,100,50,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2112,"Saw VII","saw-vii","Amerikansk horrorfilm fra 2010. Filmen er den syvende film i Saw filmserien. Filmen er instrueret af Kevin Greutert.
Dansk biografpremiere 04.11.2010
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/plakatsaw.jpg",70,100,70,4,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2115,"Tågen","taagen","Amerikansk gyserfilm fra 1980 instrueret af John Carpenter, som også var med til at skrive manuskriptet og skabte musikken til filmen.
Medvitkende: Adrienne Barbeau, Jamie Lee Curtis, Tom Atkins, Janet Leigh og Hal Holbrook.
Dansk biografpremiere 07.04.1980
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/taagen-plk-rotated.jpeg",62,85,400,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2117,"Det Grusomme Udefra","det-grusomme-udefra","Det grusomme udefra er en science fiction- / horror-film fra 1982, instrueret af John Carpenter.
Dansk biografpremiere  	05.11.1982
Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/det-grusomme-udefra-rotated.jpeg",62,85,375,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2119,"Blind Terror","blind-terror","Psykologisk horror-thrillerfilm fra 1971 instrueret af Richard Fleischer
Medvirkende:Mia Farrow, Dorothy Alison, Robin Bailey.
Dansk biografpremiere	26.11.1971
Plakaten har buk/folder samt taperester og små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/blind-terror-rotated.jpeg",62,85,125,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2121,"Ulvekvinden","ulvekvinden","Plakaten har buk/folder samt små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/ulvek-plk-rotated.jpeg",62,85,700,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2130,"Bilen","bilen","En stor, sort 2-dørs Sedan, som terroriserer en lille by i New Mexico. Ingen ved, hvor bilen kommer fra, hvem der kører den, eller hvordan den kan stoppes.
Medvirkende: James Brolin, Kathleen Lloyd, John Marley.
Instruktør: Elliot Silverstein.
Dansk biografpremiere 23.11.1977
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/bilen-pl-rotated.jpeg",62,85,125,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2134,"13 Trin mod Døden","13-trin-mod-doeden","Dansk biografpremiere 23.11.1977
Plakaten har buk/folder samt små huller i hjørner fra nåle
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/13-trin-rotated.jpeg",62,85,100,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2138,"Skrækborgen","skraekborgen","Tysk horrorfilm fra 1967 instrueret af Harald Reinl og med Christopher Lee, Karin Dor og Lex barker i hovedrollerne. 
Dansk biografpremiere 24.04.1970
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/skraekborgen-plk-rotated.jpeg",62,85,350,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2140,"Djævle - Ligaen","djaevle-ligaen","Dansk biografpremiere ??
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/dj-liga-plk-rotated.jpeg",62,85,140,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2141,"Angreb fra Dybet","angreb-fra-dybet","Dansk biografpremiere: 16.01.1980
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/angreb-fra-d-plk-rotated.jpeg",62,85,650,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2143,"Rødt Chok","roedt-chok","Gyserfilm fra 1973, instrueret af Nicolas Roeg og baseret på en novelle af Daphne du Maurier.
Medvirkende: Donald Sutherland, Julie Christie.
Dansk biografpremiere 18.03.1974
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/roedt-chok-pl-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2144,"Lejrbålet","lejrbaalet","Amerikansk slasherfilm fra 1981 instrueret af Tony Maylam og med Brian Matthews, Brian Backer, Leah Ayres og Lou David i hovedrollerne. 
Dansk biografpremiere 13.08.1982
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/lejrb-plk-rotated.jpeg",62,85,225,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2145,"Rædsler i dybet","raedsler-i-dybet","Den nervepirrende Piranha &#8211; Rædsler i dybet er genre-auteur Joe Dantes første film som instruktør.
Medvirkende: Bradford Dillman, Heahter Menzies, Kevin McCarthy.
Dansk biografpremiere 10.11.1978
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/raeds-pl-rotated.jpeg",62,85,700,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2146,"Dr. jekyll og Søster Hyde","dr-jekyll-og-soester-hyde","Dr. Jekyll og Sister Hyde er en britisk horrorfilm fra 1971.  instrueret af Roy Ward Baker baseret på novellen fra 1886 Strange Case of Dr Jekyll og Mr. Hyde af Robert Louis Stevenson.
Dansk biografpremiere 1972
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/dr-jekyll-pl-rotated.jpeg",62,85,175,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2147,"Blodig Fødselsdag","blodig-foedselsdag","Amerkansk film fra 1981 instrueret af J. Lee Thompson med Melissa Sue Anderson og Glenn Ford i hovedrollen. 
Dansk biografpremiere  	1982
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/bl-foesda-pl-rotated.jpeg",62,85,125,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2148,"Araknofobi","araknofobi","Amerikansk gyserfilm, instrueret af Frank Marshall
Medvirkende: Jeff Daniels, Harley Jane Kozak, John Goodman.
Dansk biografpremiere 18.01.1991
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet, som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert, 
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/arakno-plk-rotated.jpeg",62,85,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2150,"Alien vs. Predator","alien-vs-predator","Amerikansk Gyser, action, science-fictionfilm fra 2004.
Instrueret af Paul W. S. Anderson.
Medvirkende: Tom Woodruff Jr., Tommy Flanagan, Ian Whyte, Sam Troughton, Lance Henriksen.
Dansk biografpremiere  	19.11.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/alien-vs-pr-plk-rotated.jpeg",62,85,70,6,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2153,"Edderkoppens Spind","edderkoppens-spind","Amerikansk psykologisk thriller fra 2001 instrueret af Lee Tamahori.
Medvirkende: Morgan Freeman, Monica Potter, Michael Wincott.
Dansk biografpremiere 10.05.2001
Plakaten har små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/edderk-sp-plk-rotated.jpeg",62,85,175,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2155,"Djævelens Advokat","djaevelens-advokat","Djævelens advokat er en amerikansk thriller fra 1997 baseret på Andrew Neiderman roman af samme navn. Den er instrueret af Taylor Hackford, og har Keanu Reeves, Al Pacino og Charlize Theron i hovedrollerne.
Dansk biografpremiere 09.01.1998
Plakaten har små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/dj-advokat-plk-rotated.jpeg",62,85,125,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2167,"The Gift","the-gift","Instruktion: Sam Raimi
Medvirkende: Cate Blanchett, Keanu Reeves, Danny Elfman.
Dansk biografpremiere 18.05.2001
Plakaten har små huller i hjørner fra nåle.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/the-gift-plk-rotated.jpeg",62,85,70,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2175,"Når en Morder Ringer","naar-en-morder-ringer","Dansk biografpremiere  	22.08.1980
Plakaten har buk/folder samt små huller i hjørner fra nåle
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/nar-en-morder-ringer-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2178,"Den Hemmelige Kraft","den-hemmelige-kraft","Den hemmelige kraft (The Fury) er en gysere-thriller fra 1978. baseret på en roman og manuskript af forfatteren John Farris.
Medvirkende: Kirk Douglas, John Cassavetes, Carrie Snodgress.
Instruktør: Brian De Palma.
Dansk biografpremiere  	29.01.1979
Plakaten har buk/folder samt små huller i hjørner fra nåle
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/den-h-kr-plk-rotated.jpeg",62,85,200,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2179,"Morderen med Havesaksen","morderen-med-havesaksen","En Chokerende psykologisk gyser, iscenesat af Denis Sanders.
Medvirkende: Stuart Whitman, Carol Lynley, Roddy McDowall, Lauren Bacall.
Dansk biografpremiere  04.06.1965
Plakaten har buk/folder samt små huller i hjørner fra nåle
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/morderen-med-havesak-plk-rotated.jpeg",62,85,1000,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2180,"Søvnløse Nætter","soevnloese-naetter","Fjerde kapitel i historien om barnemorderen Freddy Krueger. 
Dansk biografpremiere  06.02.1989
Plakaten har buk/folder samt små huller i hjørner fra nåle
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/soevnloese-rotated.jpeg",62,85,225,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2181,"Mørkets Ø","moerkets-oe","Psykologisk gyser.
Instruktør: Trygve Allister Diesen.
Medvirkende: Sofie Gråbøl, Paul-Ottar Haga, Sina Langfeldt, Trini Lund.
Dansk biografpremiere 	06.02.1998
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/moerkets-oe-rotated.jpeg",62,85,70,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2183,"Besat","besat","Dansk film fra 1999, skrevet og instrueret af Anders Rønnow Klarlund..
Medvirkende: Udo Kier, Ole Lemmeke, Kirsti Eline Torhaug, Ole Ernst.
Dansk biografpremiere  25.06.1999
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/besat-plk.jpeg",62,85,100,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2185,"Nattens Engel","nattens-engel","Dansk gyser fra 1998, instrueret af Shaky González. Det er den første danske vampyrfilm siden Carl Th. Dreyers Vampyr fra 1932.
Medvirkende: Maria Stokholm, Mette Louise Holland, Tomas Villum Jensen, Ulrich Thomsen., Mads Mikkelsen.
Dansk biografpremiere  04.12.1998
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/nattens-engel-rotated.jpeg",62,85,100,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2188,"Kæmpeedderkopperne Angriber","kaempeedderkopperne-angriber","Gysermonster, komedie, actionfilm instrueret af Ellory Elkayem.
Medvirkende: David Arquette, Kari Wuhrer, Scott Terra.
Dansk biografpremiere  13.09.2002
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/kaempeed-pl-rotated.jpeg",62,85,70,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2190,"Kæmpeedderkopperne Angriber","kaempeedderkopperne-angriber-kopier","Gysermonster, komedie, actionfilm instrueret af Ellory Elkayem.
Medvirkende: David Arquette, Kari Wuhrer, Scott Terra.
Dansk biografpremiere  13.09.2002
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/kaempeed-pl-2-rotated.jpeg",62,85,70,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2192,"Gothika","gothika","Gyserfilm fra 2003, Instrueret af Mathieu Kassovitz og skrevet af Sebastian Gutierrez.
Medvirkende: Halle Berry, Robert Downey Jr., Penélope Cruz.
Dansk biografpremiere  05.03.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/gothika-pl-rotated.jpeg",62,85,100,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2195,"Spøgelseshuset","spoegelseshuset","Aerikansk horrorkomediefilm fra 2003-
Medvirkende: Eddie Murphy, Terence Stamp, Jennifer Tilly.
Dansk biografpremiere  20.02.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/spoegelseshuset-plk-rotated.jpeg",62,85,50,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2197,"Sidste Time","sidste-time","Dansk ungdomsgyserfilm fra 1995, instrueret af Martin Schmidt. Manuskriptet er skrevet af Dennis Jürgensen
Medvirkende: Lene Laub Oksen, Tomas Villum Jensen, Laura Drasbæk, Karl Bille.
Dansk biografpremiere 26.06.1995
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/image0-rotated.jpeg",62,85,100,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2201,"Judex - Manden i Sort","judex-manden-i-sort","Medvirkende: Channing Pollock, Francine Berge, Edith Scob.
Dansk biografpremiere 25.08.1965
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/judex-rotated.jpeg",62,85,900,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2203,"Offer for en Samler","offer-for-en-samler","Engelsk, amerikansk psykologisk gyserfilm fra 1965 instrueret af William Wyler og med Terence Stamp og Samantha Eggar i hovedrollen. 
Dansk biografpremiere 01.02.1966
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/offer-for-en-samler-pl-rotated.jpeg",62,85,400,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2205,"Go Go Morderen","go-go-morderen","Dansk biografpremiere 10.11.1970
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert
","https://info.kinorevuen.dk/wp-content/uploads/2021/02/go-go-morderen-rotated.jpeg",62,85,400,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
