"id","name","slug","description","image","width","height","price","stock","createdAt","updatedAt"
2540,"Starsky &amp; Hutch","starsky-hutch","Amerikansk action-komedie fra 2004.  instrueret af Todd Phillips.
Filmen har Ben Stiller og Owen Wilson i hovedrollerne og er baseret på tv-serien Starsky and Hutch fra 1970&#8217;erne. 
Dansk biografpremiere 	30.04.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/stars-rotated.jpeg",62,85,50,4,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2542,"Hidalgo","hidalgo","Amerikansk westernfilm fra 2004.  instrueret af Joe Johnston.
Filmen har Viggo Mortensen, Omar Sharif og Zuleikha Robinson i hovedrollerne. 
Dansk biografpremiere 	26.03.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/hi-rotated.jpeg",62,85,50,5,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2544,"Hidalgo (Kopier)","","Amerikansk westernfilm fra 2004.  instrueret af Joe Johnston.
Filmen har Viggo Mortensen, Omar Sharif og Zuleikha Robinson i hovedrollerne. 
Dansk biografpremiere 	26.03.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/hi-rotated.jpeg",62,85,50,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2545,"The Day After Tomorrow","the-day-after-tomorrow","&#8220;The Day After Tomorrow&#8221; er fra 2004, og handler om de katastrofale konsekvenser af den globale opvarmning.
Filmen er instrueret af Roland Emmerich, som også stod bag filmen Independence Day.
Medvirkende: Dennis Quaid, Jake Gyllenhaal, Ian Holm. 
Dansk biografpremiere 	28.05.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/thed-rotated.jpeg",62,85,50,3,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2547,"Van Helsing","van-helsing","Amerikansk gyser fra 2004 instrueret af Stephen Sommers.
Medvirkende: Hugh Jackman, Kate Beckinsale, Richard Roxburgh. 
Dansk biografpremiere 	06.05.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/van-rotated.jpeg",62,85,70,2,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2549,"Paycheck","paycheck","Amerikansk actionfilm fra 2003, der er baseret på novellen fra 1953 med samme navn, af forfatter Philip K. Dick.
instrueret af John Woo.
Medvirkende: Ben Affleck, Uma Thurman, Aaron Eckhart, Paul Giamatti, Michael C. Hall. 
Dansk biografpremiere 	12.03.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/payc-rotated.jpeg",62,85,50,4,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2551,"Carmen","carmen-2","Carlos Sauras, flamenco-versionen af &#8216;Carmen&#8217;, udspiller sig omkring prøverne på en danseopsætning af Bizets opera og følger koreografen Antonios forelskelse i skuespilleren Carmen.
Medvirkende: Antonio Gades, Laura del Sol, Paco de Lucía, Christina Hoyos.
Dansk biografpremiere  30.09.1983
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/carmen-2-rotated.jpeg",60,84,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2553,"Kvinden overfor","kvinden-overfor","Fransk film fra 1981, instrueret af Francois Truffaut.
Medvirkende: Gérard Depardieu, Fanny Ardant, Henri Garcin.
Dansk biografpremiere  29.03.1982
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/kvi-rotated.jpeg",59,85,125,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2555,"Sidste Tango i Paris","sidste-tango-i-paris","”Den mest erotiske film, der nogensinde er lavet,” skrev den store filmkritiker Pauline Kael, og fortsatte profetisk: ”Det er også en film, man vil diskutere, så længe der er filmkunst til.
Medvirkende: Marlon Brando, Maria Schneider, Jean-Pierre Léaud.
Instruktør: Bernardo Bertolucci.
Dansk biografpremiere  14.04.1973
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/sidste-tango-i-paris-rotated.jpeg",62,85,325,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2557,"Cyrano de Bergerac","cyrano-de-bergerac","Om den eminente fægter Cyrano de Bergerac med den alt for store næse, og hans poetiske tilbedelse af og håbløse kærlighed til en smuk kvinde.
Medvirkende: Gérard Depardieu, Jacques Weber, Anne Brochet.
Instruktør: Jean-Paul Rappeneau.
Dansk biografpremiere  12.10.1990
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/cyrano-rotated.jpeg",62,85,125,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2559,"Vi ses igen","vi-ses-igen","&#8220;Au revoir les enfants&#8221; er en selvbiografisk film fra 1987 skrevet, produceret og instrueret af Louis Malle.
Filmen vandt Guldløven ved Filmfestivalen i Venedig i 1987.
Medvirkende: Gaspard Manesse, RaphaËl Fejtö, Françine Racette, Stanislas Carré de Malberg. 
Dansk biografpremiere  18.11.1988
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/vi-ses-rotated.jpeg",62,85,100,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2561,"Fitzcarraldo","fitzcarraldo","&#8220;Fitzcarraldo&#8221; er en tysk dramafilm fra 1982 skrevet og instrueret af Werner Herzog og med Klaus Kinski i hovedrollen.. 
Dansk biografpremiere  	21.02.1983
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/fitzca-rotated.jpeg",62,82,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2563,"Bagdad Café","bagdad-cafe","&#8220;Bagdad Cafe&#8221; er en engelsksproget tysk film fra 1987, instrueret af Percy Adlon. 
Dansk biografpremiere  	22.07.1988
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/bagdad-rotated.jpeg",62,85,200,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2565,"Kære Louise","kaere-louise","Fransk dramafilm fra 1972 instrueret af Philippe de Broca.
Medvirkende: Jeanne Moreau, Yves Robert, Didi Perego,
Dansk biografpremiere  	01.11.1972
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/kaere-louise-rotated.jpeg",62,85,125,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2567,"Delicatessen","delicatessen","&#8220;Delicatessen&#8221; er en fransk, sort komediefilm fra 1991.
instrueret af Jean-Pierre Jeunet og Marc Caro.
Medvirkende:  Dominique Pinon og Marie-Laure Dougnac.
Dansk biografpremiere  	22.05.1992
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/delicatessen-rotated.jpeg",62,85,175,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2569,"Loulou","loulou","Loulou er en fransk dramafilm fra 1980. instrueret af Maurice Pialat og med Isabelle Huppert og Gérard Depardieu i hovedrollen. 
Dansk biografpremiere  	25.09.1981
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/loulou-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2572,"En kærlighedshistorie","en-kaerlighedshistorie","Roy Anderssons mageløst smukke og romantiske debutfilm om ung kærlighed.
Medvirkende: Ann-Sofie Kylin, Rolf Sohlman, Anita Lindblom.
Instruktør: Roy Andersson.
Dansk biografpremiere  	28.08.1970
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/en-kaer-rotated.jpeg",62,85,175,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2584,"The Time Machine","the-time-machine","&#8216;The Time Machine&#8217; er en amerikansk science fiction film, baseret på en roman af samme navn, skrevet af H.G. Wells i 1895.
instrueret af Simon Wells.
Filmen har Guy Pearce, Samantha Mumba og Jeremy Irons på rollelisten.
Dansk biografpremiere  05.04.2002
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/time-m-1-rotated.jpeg",62,85,50,5,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2585,"Elling","elling","To norske mænd udskrives fra et psykiatrisk behandlingshjem og skal klare sig selv i en lejlighed. Det bliver en ganske stor udfordring.
Medvirkende: Per Christian Ellefsen, Sven Nordin, Marit Pia Jacobsen.
Instruktør: Petter Næss.
Dansk biografpremiere 04.01.2002
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/elling-rotated.jpeg",62,85,70,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2586,"Orange County","orange-county","&#8220;Orange County&#8221;  er en amerikansk komediefilm fra 2002 med Colin Hanks og Jack Black
Dansk biografpremiere 06.09.2002
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/orange-c-rotated.jpeg",62,85,30,3,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2587,"The Sweetest Thing","the-sweetest-thing","Amerikansk komediefilm fra 2002 instrueret af Roger Kumble.
Medvirkende: Cameron Diaz, Christina Applegate, Thomas Jane, Selma Blair, Parker Posey.
Dansk biografpremiere 23.08.2002
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/the-sw-rotated.jpeg",62,85,40,4,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2588,"Training Day","training-day","Action-dramaet &#8216;Training Day&#8217; er en Oscar-vindende film med Denzel Washington og Ethan Hawke.
Oscar-vinder for Bedste mandlige hovedrolle.
Dansk biografpremiere 16.11.2001	
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/train-d-rotated.jpeg",62,85,50,6,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2589,"Shrek","shrek","&#8216;Shrek&#8217; er den første i den populære animationsserie.
Dansk biografpremiere 07.09.2001
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/shrek-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2593,"Terminator","","Instrueret af James Cameron.
Medvirkende: Arnold Schwarzenegger, Michael Biehn, Linda Hamilton.
Dansk biografpremiere 	15.02.1985
Plakaten har buk/folder samt og små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/term-rotated.jpeg",62,85,1500,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2594,"Der er et Yndigt Land","der-er-et-yndigt-land","Med &#8220;Der er et yndigt land&#8221; ville Morten Arnfred skabe en nutidig korrektion til dansk films klassiske Morten Korch-idyl. Det blev da også værdsat, at filmen tog dansk landbrug og dets vilkår i firsernes EF alvorligt. Nogle fandt filmen lidt tung, men generelt fik den pæne anmeldelser, og det lykkedes virkelig at få landbefolkningen i biografen. Filmen var Danmarks officielle bidrag til årets filmfestival i Berlin.
Medvirkende: Ole Ernst, Karen-Lise Mynster, Anne Vallgårda, Ricki Rasmussen.
Instruktør: Bille August.
Dansk biografpremiere  	11.02.1983
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/der-er-et-yndigt-land-rotated.jpeg",62,85,175,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2595,"Busters Verden","busters-verden","Familiefilm om den fantasifulde dreng Buster Oregon Mortensen, søn af en arbejdsløs tryllekunstner og sønnesøn af en berømt kanonkonge.
Medvirkende: Mads Bugge Andersen, Katarina Stenbeck, Peter Schrøder, Katja Miehe-Renard, Buster Larsen.
Instruktør: Bille August.
Dansk biografpremiere  	05.10.1984
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/buster-rotated.jpeg",62,85,425,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2598,"På'en igen Cliff","paaen-igen-cliff","På&#8217;en igen Cliff (Take Me High)  er en britisk spillefilm fra 1973, instrueret af David Askey, skrevet af Christopher Penfold og med Cliff Richard i hans sidste filmrolle med Deborah Watling, Hugh Griffith, George Cole og Anthony Andrews.
Dansk biografpremiere 06.03.1974
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/paen-igen-cliff-rotated.jpeg",62,85,300,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2603,"Lykkens Musikanter","lykkens-musikanter","Dansk film fra 1962 med manuskript af Patricia McLean og Peer Guldbrandsen, der også har instrueret.
Medvirkende: Dirch Passer, Ove Sprogøe, Kjeld Petersen.
Dansk biografpremiere 	19.02.1962
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle, et lille afrevet hjørne i nederst venstre hjørne.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/ly-rotated.jpeg",62,85,225,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2604,"Goya i Bordeaux","","Spansk historisk dramafilm fra 1999 skrevet og instrueret af Carlos Saura.
Francisco de Goya, den indflydelsesrige spanske maler fra 1800-tallet.
Dansk biografpremiere 25.05.2001
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/goya-rotated.jpeg",62,85,70,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2606,"Skrækuhyret slår til","","Horrorfilm fra 1971 instrueret af Antonio Margheriti.
Medvirkende: Anthony Franciosa, Klaus Kinski, Michèle Mercier.
Dansk biografpremiere 	15.01.1973
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/skrae-rotated.jpeg",62,85,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2608,"Phantasm - Dus med Døden","","Dansk biografpremiere 	04.10.1982
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/phantasm-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2609,"Støt Staar den Danske Sømand","","Under 2. verdenskrig sejlede 5000 danske søfolk under allieret flag, på den danske handelsflåde med en samlet tonnage på 800.000 tons. Disse søfolk deltog i modstandskampen imod den tyske, italienske og japanske fascisme, og for 1500 søfolks vedkommende var det med livet som indsats.
instrueret af Bodil Ipsen og Lau Lauritzen jun efter manuskript af Grete Frische.
Medvirkende: Poul Reichhardt, Lisbeth Movin, Lau Lauritzen jun, Johannes Meyer, Pauline Murray, Jørgen Frederik Ording, Per Buckhøj, Preben Lerdorff Rye.
Dansk biografpremiere 	30.03.1948
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/stoet-sd-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2612,"Dødens Kløer","doedens-kloeer","Amerikansk gyserfilm fra 1976
Seks meter ren ondskab. 
Instruktør: William Girdler.
Dansk biografpremiere  	18.06.1976
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/doedens-kler-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2613,"I et år med 13 måner","","Tysk dramafilm fra 1978 instrueret af Rainer Werner Fassbinder. 
Dansk biografpremiere  	24.09.1979
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/i-et-ar-med-rotated.jpeg",62,85,100,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2615,"Exotica","","Canadisk dramafilm fra 1994.
skildring af en gruppe mennesker i og omkring stripteaseklubben Exotica. Lag for lag afdækkes deres fortid, ofte i pinefulde detaljer og ofte kædet ind i hinanden.
Instrueret af Atom Egoyan. 
Dansk biografpremiere  	04.11.1994
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/exotica-rotated.jpeg",62,85,100,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2631,"Monty Python og de skøre riddere","monty-python-og-de-skoere-riddere","Engelsk komediefilm fra 1974 af og med Monty Python-gruppen. 
Dansk biografpremiere	16.04.1976
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/monty-rotated.jpeg",62,85,275,0,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2634,"Helvedes Banden","helvedes-banden","Dansk biografpremiere	07.05.1962
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/helv-band-rotated.jpeg",62,85,325,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2635,"Messe for en Gringo","messe-for-en-gringo","Dansk biografpremiere	25.08.1969
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/messe-for-g-rotated.jpeg",62,85,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2639,"Indianeren Chata","indianeren-chata","Dansk biografpremiere	10.02.1975
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/indianer-c-rotated.jpeg",62,85,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2640,"Blodplettede Dollars","blodplettede-dollars","Dansk biografpremiere	23.02.1968
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/blodplettede-dollars-rotated.jpeg",62,85,475,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2641,"Der kom en farlig mand","der-kom-en-farlig-mand","Dansk biografpremiere	03.04.1972
Plakaten har buk/folder, samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/der-kom-efm-rotated.jpeg",62,85,225,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2645,"Skammen","skammen","Svensk dramafilm fra 1968 skrevet og instrueret af Ingmar Bergman og med Liv Ullmann og Max von Sydow i hovedrollen. 
Dansk biografpremiere	15.10.1968
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/skammen-1-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2647,"Giv Gud en chance om søndagen","giv-gud-en-chance-om-soendagen","Henrik Stangerups debut som spillefilminstruktør var blandt de mest diskuterede danske film i 1970. Den blev af anmelderne overvejende positivt modtaget som en personlig og seriøs debatfilm.
Ulf Pilgaard blev rost for fremstillingen af præsten, hans første alvorlige filmrolle. 
Medvirkende: 	Ulf Pilgaard, Lotte Tarp, Vibeke Reumert, Ove Sprogøe.
Instruktør: Henrik Stangerup.
Dansk biografpremiere	22.04.1970
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/giv-gud-rotated.jpeg",62,85,150,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2651,"Skyd de levende og bed for de døde","skyd-de-levende-og-bed-for-de-doede","Italienske drama-Western film fra 1971.  instrueret af Joseph Warren, med Klaus Kinski og Dante Maggio i hovedrollen.
Dansk biografpremiere	26.09.1977
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/skyd-de-lev-rotated.jpeg",62,85,225,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2654,"Postbudet ringer altid to gange","postbudet-ringer-altid-to-gange","Filmatisering af James M. Cains roman af samme navn. med Jack Nicholson og Jessica Lange i hovedrollerne.
Instruktør: Bob Rafelson. 
Dansk biografpremiere	17.08.1981
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/postbud-rotated.jpeg",62,85,300,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2656,"Min søsters børn vælter byen","min-soesters-boern-vaelter-byen","Tredie film i serien, der indledtes med &#8216;Min søsters børn&#8217; (1966) og &#8216;Min søsters børn på bryllupsrejse&#8217; (1967) og i 1971 afsluttedes med en fjerde, &#8216;Min søsters børn når de er værst&#8217;.
Medvirkende: Dirch Passer, Jeanne Darville, William Rosenberg, Pusle Helmuth, Jan Priiskorn Schmidt, Ove Sprogøe.
Instruktør: Annelise Reenberg.
Dansk biografpremiere 	11.10.1968
Plakaten har buk/folder samt små huller i hjørner fra nåle. samt, på bagsiden brune tape rester i de 4 hjørner.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/msb-v-byen-rotated.jpeg",62,85,325,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2660,"Brødre","broedre","Dansk film fra 2004, instrueret af Susanne Bier, der også har skrevet manuskriptet med Anders Thomas Jensen.
Medvirkende: Connie Nielsen, Ulrich Thomsen, Nikolaj Lie Kaas, Sarah Juel Werner.
Dansk biografpremiere 27.08.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/plak-broedre.jpg",62,85,70,3,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2662,"The Village","the-village","Amerikansk gyser fra 2004 instrueret, skrevet og produceret af M. Night Shyamalan. Filmen har bl.a. Bryce Dallas Howard, Joaquin Phoenix og Adrien Brody på rollelisten.
Dansk biografpremiere 22.09.2004
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/pl-the-village-rotated.jpeg",62,85,50,4,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2664,"Uropatruljen","uropatruljen","Efter kommerciel fiasko med den politiske thriller »Raketbase 3« er instruktør Robert Aldrich tilbage på hjemmebanen mellem barske og sentimentale mandfolk i Californiens politistyrke.
Stoffet er hentet fra ekspolitimanden Joseph Wambaughs roman »The Choirboys«,
Instruktør: Robert Aldrich.
Medvirkende	Charles Durning, Louis Gossett Jr., Perry King.
Dansk biografpremiere	27.02.1978
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/plk-uropatruljen-rotated.jpeg",62,85,225,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2666,"Mig og Mafiaen","mig-og-mafiaen","Dansk komedie fra 1973, skrevet af Lise Nørgaard og instrueret af Henning Ørnbak, baseret på den engelske komedie &#8220;Oh, You&#8217;re Awful&#8221;, fra 1972.
Medvirkende: Dirch Passer, Klaus Pagh, Tove Maës, Poul Bundgaard.
Dansk biografpremiere	14.12.1973
Plakaten har buk/folder samt små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/mig-ogm.jpeg",62,85,250,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2676,"Guld til Trinity","guld-til-trinity","Italienske komedie-Western film fra 1972.  instrueret af Renzo Genta og Richard Harrison.
Dansk biografpremiere	11.06.1973
Plakaten har noget patina. buk/folder, små huller i hjørner fra nåle.
Filmplakaten bliver sendt foldet ,som den også engang blev leveret til biografen.
Plakaten bliver sendt i kraftig kuvert.
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/guld-til-trinity-rotated.jpeg",62,85,125,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
2681,"A Perfect Murder","a-perfect-murder","Thriller baseret på Alfred Hitchcocks film &#8220;Dial M For Murder&#8221;.
Medvirkende: Michael Douglas, Gwyneth Paltrow, Viggo Mortensen.
Dansk biografpremiere 09.10.1998
","https://info.kinorevuen.dk/wp-content/uploads/2021/03/apm-1-rotated-e1616321078700.jpeg",62,85,70,1,"2023-01-30 04:06:47","2023-01-30 04:06:47"
